datetime,id_time,n_flows,n_packets,traffic_volume,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
2024-01-23 21:00:00+00:00,2565,684896,57825844,125.2857,184685,6.0,26.09,400538,13.02,313.63,427201,13.89,270.85,0.78,0.77,0.47,0.45,21.2,143.87
2024-01-23 22:00:00+00:00,2566,633610,50739416,119.1401,178346,6.06,27.28,353810,12.01,271.1,420674,14.28,276.93,0.79,0.78,0.47,0.45,19.2,145.67
2024-01-23 23:00:00+00:00,2567,576308,39837757,89.6431,163515,5.96,28.11,327242,11.92,259.64,387819,14.13,266.95,0.78,0.77,0.47,0.45,18.68,145.35
2024-01-24 00:00:00+00:00,2568,767720,24155137,52.3189,122750,5.3,26.23,472283,20.4,344.41,618726,26.73,438.0,0.74,0.74,0.49,0.49,18.42,144.78
2024-01-24 01:00:00+00:00,2569,811482,17903796,34.9247,116384,5.19,25.79,516266,23.0,364.88,671891,29.94,469.68,0.76,0.75,0.5,0.5,17.48,144.43
2024-01-24 02:00:00+00:00,2570,838617,17979770,38.372,111086,5.12,26.33,540233,24.9,397.61,677287,31.21,491.01,0.75,0.75,0.49,0.49,18.24,142.45
2024-01-24 03:00:00+00:00,2571,814512,21224879,46.866,108240,4.98,25.92,522695,24.07,392.11,667601,30.74,484.82,0.75,0.74,0.5,0.5,18.48,143.02
2024-01-24 04:00:00+00:00,2572,741129,25007829,57.4153,107626,4.82,24.56,462573,20.73,341.9,612467,27.45,432.68,0.75,0.75,0.51,0.49,18.76,140.29
2024-01-24 05:00:00+00:00,2573,773829,26655019,61.8797,125397,4.67,22.02,457218,17.02,308.16,627923,23.37,384.78,0.78,0.78,0.5,0.48,20.96,135.86
2024-01-24 06:00:00+00:00,2574,806837,44655954,108.1927,156075,4.46,18.62,458799,13.11,251.29,660398,18.88,322.47,0.8,0.8,0.51,0.47,25.04,130.05
2024-01-24 07:00:00+00:00,2575,884887,45927437,95.0035,193899,4.42,17.27,498329,11.35,228.29,715940,16.31,289.58,0.82,0.81,0.52,0.47,28.32,129.28
2024-01-24 08:00:00+00:00,2576,894808,47954850,98.7339,207518,4.37,16.41,503934,10.61,216.72,724974,15.27,274.01,0.82,0.82,0.52,0.47,30.5,128.84
2024-01-24 09:00:00+00:00,2577,924142,61838993,139.4968,210305,4.32,16.61,524766,10.78,216.1,729750,14.99,270.53,0.83,0.82,0.51,0.46,31.38,128.59
2024-01-24 10:00:00+00:00,2578,833840,59316666,123.4788,234504,4.68,17.58,459089,9.16,185.14,641935,12.8,209.36,0.83,0.82,0.51,0.46,30.97,130.73
2024-01-24 11:00:00+00:00,2579,841826,62527157,135.8315,241387,4.77,17.89,449928,8.9,179.03,641243,12.68,200.16,0.83,0.82,0.5,0.46,30.9,131.71
2024-01-24 12:00:00+00:00,2580,842141,70367192,152.0532,247181,4.88,18.27,440812,8.71,193.52,628141,12.41,212.65,0.83,0.82,0.5,0.45,31.22,131.45
2024-01-24 13:00:00+00:00,2581,768340,69161840,140.0836,255776,5.26,19.66,393151,8.09,199.64,528679,10.87,209.62,0.82,0.81,0.49,0.45,28.56,135.32
2024-01-24 14:00:00+00:00,2582,823618,75965876,160.4819,261786,5.73,21.74,419200,9.17,227.92,554957,12.14,240.82,0.82,0.81,0.48,0.45,24.79,138.83
2024-01-24 15:00:00+00:00,2583,858060,65047690,136.5396,250840,5.94,23.71,449139,10.64,268.23,566966,13.43,282.73,0.81,0.8,0.47,0.43,22.95,139.66
2024-01-24 16:00:00+00:00,2584,867906,66114732,137.4362,238722,6.23,25.3,477842,12.47,294.17,552511,14.41,301.83,0.8,0.79,0.47,0.44,21.96,142.13
2024-01-24 17:00:00+00:00,2585,765204,55739132,116.4138,221140,6.4,25.64,429402,12.42,287.81,500663,14.48,301.97,0.81,0.8,0.43,0.42,21.57,150.34
2024-01-24 18:00:00+00:00,2586,734679,64339500,139.0527,209017,6.47,26.04,409063,12.67,285.45,476429,14.76,300.98,0.81,0.8,0.42,0.41,20.83,150.03
2024-01-24 19:00:00+00:00,2587,833322,51439311,103.3349,190726,6.28,25.29,521381,17.18,349.55,475218,15.66,299.42,0.8,0.79,0.43,0.42,20.56,152.97
2024-01-24 20:00:00+00:00,2588,1049295,42777934,88.3677,160969,5.72,23.56,721340,25.65,452.99,464774,16.52,264.0,0.8,0.79,0.44,0.44,21.93,148.16
2024-01-24 21:00:00+00:00,2589,999609,48204030,112.6508,153052,5.59,23.33,683221,24.93,461.08,449389,16.4,260.18,0.8,0.79,0.44,0.43,20.74,149.92
2024-01-24 22:00:00+00:00,2590,1012626,32365286,62.7105,147695,5.82,24.9,683873,26.96,490.84,440112,17.35,264.16,0.79,0.78,0.43,0.43,19.26,152.81
2024-01-24 23:00:00+00:00,2591,1032049,36691639,93.0104,134707,5.7,24.32,710263,30.06,477.1,541763,22.93,318.72,0.78,0.77,0.43,0.44,17.59,155.36
2024-01-25 00:00:00+00:00,2592,994291,26983810,60.9402,145138,6.17,25.61,688147,29.25,466.64,515291,21.9,305.94,0.79,0.78,0.41,0.42,16.47,161.09
2024-01-25 01:00:00+00:00,2593,923781,33746379,86.1872,146678,6.33,26.61,632347,27.28,463.25,608595,26.26,400.89,0.8,0.79,0.41,0.41,15.51,163.46
2024-01-25 02:00:00+00:00,2594,880177,22065825,47.0416,143343,6.24,25.79,612594,26.67,450.4,597273,26.0,397.6,0.8,0.8,0.4,0.41,15.36,164.26
2024-01-25 03:00:00+00:00,2595,855989,16128678,33.8334,141449,5.98,25.45,586666,24.8,431.78,584871,24.72,386.41,0.79,0.78,0.41,0.42,15.67,160.09
2024-01-25 04:00:00+00:00,2596,912552,18517641,41.4093,119601,5.26,23.53,619160,27.24,416.97,700593,30.83,444.73,0.79,0.78,0.44,0.44,17.89,151.21
2024-01-25 05:00:00+00:00,2597,965189,22026061,45.9073,144567,5.19,22.15,626729,22.52,359.08,739153,26.56,383.1,0.8,0.8,0.45,0.43,20.62,144.55
2024-01-25 06:00:00+00:00,2598,1063817,37950846,81.6709,184766,5.11,19.32,665209,18.4,307.02,809023,22.38,325.17,0.82,0.81,0.46,0.43,23.1,142.1
2024-01-25 07:00:00+00:00,2599,1117201,48618772,105.7873,227185,5.11,17.93,690571,15.54,269.51,856223,19.26,287.34,0.84,0.83,0.46,0.43,26.34,143.29
2024-01-25 08:00:00+00:00,2600,1064013,38542772,76.092,205120,4.56,16.66,691512,15.37,271.05,849866,18.89,300.64,0.84,0.83,0.48,0.45,29.63,138.37
2024-01-25 09:00:00+00:00,2601,1030298,43981827,93.9479,195713,4.49,16.34,685437,15.72,269.9,827200,18.97,300.53,0.84,0.83,0.49,0.46,30.63,139.46
2024-01-25 10:00:00+00:00,2602,1023458,37443614,77.0094,192246,4.43,16.38,684000,15.78,272.24,817721,18.86,301.1,0.83,0.83,0.49,0.46,30.39,138.23
2024-01-25 11:00:00+00:00,2603,942218,38126778,82.8976,184859,4.36,16.06,634478,14.98,252.0,757184,17.87,279.44,0.83,0.82,0.5,0.46,29.97,137.62
2024-01-25 12:00:00+00:00,2604,1027912,37426625,77.7767,192945,4.5,16.93,681786,15.91,276.5,829806,19.36,307.41,0.84,0.83,0.49,0.46,30.48,139.15
2024-01-25 13:00:00+00:00,2605,1028011,36355236,72.8888,182856,4.63,17.95,690289,17.47,294.41,822189,20.81,326.57,0.83,0.82,0.49,0.46,29.55,139.7
2024-01-25 14:00:00+00:00,2606,1057920,35862242,75.1428,180035,4.95,19.13,716331,19.7,320.63,838331,23.06,354.1,0.83,0.82,0.47,0.45,25.5,143.94
2024-01-25 15:00:00+00:00,2607,1015264,35742281,79.7013,152405,4.89,20.47,700169,22.47,355.05,810955,26.02,390.43,0.81,0.8,0.48,0.46,24.27,143.7
2024-01-25 16:00:00+00:00,2608,986913,43364774,98.2612,172195,5.58,23.12,663495,21.48,363.52,737258,23.87,376.02,0.81,0.8,0.45,0.44,21.57,147.58
2024-01-25 17:00:00+00:00,2609,939573,49404628,114.3363,189460,6.1,25.0,620154,19.97,375.52,642436,20.68,362.26,0.81,0.8,0.44,0.43,20.33,151.75
2024-01-25 18:00:00+00:00,2610,926401,53266431,121.6918,183033,6.11,25.14,616009,20.55,372.58,602341,20.1,340.93,0.8,0.79,0.43,0.42,20.25,149.99
2024-01-25 19:00:00+00:00,2611,845173,42426145,89.2773,196852,6.43,25.6,530074,17.32,340.63,561327,18.34,332.13,0.8,0.79,0.42,0.42,19.28,151.6
2024-01-25 20:00:00+00:00,2612,703281,55080023,121.2086,210372,6.82,26.98,401837,13.02,283.41,471641,15.29,297.4,0.81,0.79,0.41,0.41,18.67,153.99
2024-01-25 21:00:00+00:00,2613,673295,49393571,110.685,203911,6.84,26.81,389058,13.05,271.51,452760,15.19,282.56,0.81,0.8,0.41,0.4,17.84,157.12
2024-01-25 22:00:00+00:00,2614,693683,42670678,89.5041,203705,7.22,27.96,407131,14.44,287.86,446497,15.83,282.86,0.81,0.8,0.4,0.4,16.42,162.78
2024-01-25 23:00:00+00:00,2615,626948,32489021,72.6364,194068,7.29,28.5,363183,13.65,277.15,430295,16.17,287.07,0.81,0.8,0.38,0.39,15.42,166.58
2024-01-26 00:00:00+00:00,2616,613069,33353412,74.7468,196986,7.26,28.3,359453,13.24,265.28,426336,15.71,269.68,0.81,0.8,0.38,0.39,14.07,167.79
2024-01-26 01:00:00+00:00,2617,787769,19251301,42.1566,145282,6.1,25.3,493976,20.73,342.42,625166,26.24,419.87,0.8,0.79,0.42,0.43,14.52,162.48
2024-01-26 02:00:00+00:00,2618,862651,13362448,28.4322,123589,5.52,22.97,549240,24.55,394.23,666062,29.77,466.76,0.79,0.78,0.42,0.43,14.72,162.94
2024-01-26 03:00:00+00:00,2619,848226,31569983,77.846,123237,5.48,23.06,538038,23.93,388.94,662154,29.45,462.07,0.78,0.77,0.42,0.44,15.12,160.82
2024-01-26 04:00:00+00:00,2620,833579,18072652,39.3964,121752,5.27,22.21,534404,23.12,386.67,665924,28.81,462.21,0.79,0.78,0.43,0.44,15.25,157.58
2024-01-26 05:00:00+00:00,2621,842754,18399182,36.8171,139421,5.16,20.39,543032,20.09,354.36,686058,25.38,424.71,0.81,0.8,0.44,0.43,16.76,155.52
2024-01-26 06:00:00+00:00,2622,863792,32185812,72.6706,159400,5.06,18.76,536534,17.04,314.21,706650,22.44,381.86,0.81,0.8,0.46,0.44,22.06,149.31
2024-01-26 07:00:00+00:00,2623,907046,34220200,72.88,185805,5.0,17.9,560914,15.09,279.82,756828,20.36,358.91,0.82,0.81,0.47,0.45,24.66,147.54
2024-01-26 08:00:00+00:00,2624,931567,44131365,82.8642,217227,5.18,18.12,566336,13.51,252.05,768463,18.33,315.7,0.83,0.82,0.46,0.43,26.13,147.3
2024-01-26 09:00:00+00:00,2625,949747,50973365,103.7932,232536,5.36,18.14,595002,13.72,260.93,726186,16.74,273.38,0.84,0.83,0.46,0.43,26.37,149.97
2024-01-26 10:00:00+00:00,2626,953389,53271896,123.7294,214973,5.18,18.09,608813,14.67,283.0,693821,16.71,275.86,0.83,0.82,0.46,0.43,27.23,148.62
2024-01-26 11:00:00+00:00,2627,1002658,40535597,84.8275,223162,5.32,18.3,643703,15.34,285.05,714338,17.03,277.69,0.84,0.83,0.45,0.43,26.37,148.93
2024-01-26 12:00:00+00:00,2628,1026772,44294138,92.9091,218799,5.52,19.05,665920,16.8,301.15,713551,18.0,291.72,0.83,0.82,0.46,0.44,25.74,148.19
2024-01-26 13:00:00+00:00,2629,1034314,41224579,85.1572,208927,5.59,19.94,661966,17.72,318.27,732435,19.61,327.69,0.83,0.82,0.45,0.43,24.1,150.14
2024-01-26 14:00:00+00:00,2630,1008938,43762451,91.8801,185603,5.45,21.7,624579,18.35,328.89,749410,22.02,370.42,0.82,0.81,0.46,0.44,23.7,144.35
2024-01-26 15:00:00+00:00,2631,997824,43559917,92.0287,171773,5.56,22.84,635820,20.59,352.69,732031,23.7,392.86,0.8,0.79,0.46,0.44,22.29,146.2
2024-01-26 16:00:00+00:00,2632,943718,41856577,95.6549,158710,5.59,23.15,606439,21.37,358.4,704163,24.81,404.12,0.8,0.79,0.45,0.44,20.46,148.44
2024-01-26 17:00:00+00:00,2633,929547,41870120,84.2002,172346,5.97,24.25,583519,20.23,352.86,695010,24.09,399.37,0.8,0.79,0.43,0.43,19.43,151.08
2024-01-26 18:00:00+00:00,2634,899054,62234574,135.0161,193307,6.74,27.05,554676,19.33,343.33,660105,23.01,380.1,0.79,0.78,0.42,0.41,18.86,153.12
2024-01-26 19:00:00+00:00,2635,886082,50384494,95.1654,189244,6.67,27.13,556545,19.63,342.62,667429,23.54,377.3,0.79,0.78,0.41,0.41,18.73,153.75
2024-01-26 20:00:00+00:00,2636,872759,45828706,93.2741,191412,6.69,25.99,540848,18.91,318.53,661251,23.12,357.49,0.79,0.78,0.41,0.41,18.18,153.36
2024-01-26 21:00:00+00:00,2637,833105,47697104,109.4856,180231,6.64,26.52,516456,19.01,314.5,637658,23.48,353.67,0.78,0.77,0.41,0.41,18.36,152.34
2024-01-26 22:00:00+00:00,2638,693934,43523866,93.6876,201105,7.18,28.2,392999,14.03,300.73,463684,16.55,311.4,0.8,0.79,0.39,0.4,16.61,157.94
2024-01-26 23:00:00+00:00,2639,669984,37974103,81.4501,180111,6.92,28.46,393901,15.13,305.49,474645,18.24,328.0,0.8,0.79,0.4,0.4,15.76,157.26
2024-01-27 00:00:00+00:00,2640,826507,32800806,83.4038,136851,6.02,26.19,537547,23.66,366.28,684560,30.12,452.73,0.78,0.77,0.42,0.43,16.08,154.14
2024-01-27 01:00:00+00:00,2641,830842,23285425,48.343,136728,5.98,26.46,536652,23.49,370.77,696938,30.5,460.76,0.78,0.77,0.42,0.44,16.07,153.82
2024-01-27 02:00:00+00:00,2642,822630,21149644,48.8194,132753,5.95,26.66,533290,23.91,374.75,694245,31.13,466.56,0.78,0.77,0.42,0.43,15.12,155.59
2024-01-27 03:00:00+00:00,2643,910735,21031269,47.7333,143853,6.13,28.08,573708,24.44,390.55,665689,28.36,422.73,0.76,0.75,0.44,0.45,14.63,150.43
2024-01-27 04:00:00+00:00,2644,960471,24069388,53.0634,145313,6.1,28.97,593373,24.89,413.21,650748,27.3,418.77,0.75,0.75,0.47,0.47,14.96,147.82
2024-01-27 05:00:00+00:00,2645,982278,22475743,46.8813,154517,6.13,27.77,610609,24.22,401.19,664431,26.36,408.31,0.76,0.76,0.45,0.45,14.97,144.9
2024-01-27 06:00:00+00:00,2646,879323,23169207,46.8313,134613,5.5,26.7,557357,22.79,388.11,719790,29.43,471.69,0.74,0.74,0.49,0.48,17.3,139.1
2024-01-27 07:00:00+00:00,2647,998720,26145137,57.4808,133306,5.23,24.61,617777,24.25,432.32,722917,28.38,473.27,0.75,0.75,0.49,0.48,18.17,138.1
2024-01-27 08:00:00+00:00,2648,1023305,37243808,79.3293,167535,5.77,25.44,630560,21.73,397.94,700412,24.14,402.99,0.77,0.76,0.47,0.45,18.04,141.4
2024-01-27 09:00:00+00:00,2649,1022591,38810379,84.3878,166896,5.65,25.09,630771,21.36,375.82,688633,23.32,384.57,0.77,0.76,0.48,0.46,19.45,138.63
2024-01-27 10:00:00+00:00,2650,1018737,42347750,93.7183,167764,5.64,25.24,627851,21.1,385.55,689103,23.16,391.88,0.77,0.77,0.48,0.46,19.74,139.25
2024-01-27 11:00:00+00:00,2651,1019665,48555812,110.4968,169130,5.68,25.34,622588,20.92,379.87,691044,23.22,389.62,0.78,0.77,0.48,0.45,19.97,139.7
2024-01-27 12:00:00+00:00,2652,969561,43742669,88.0078,168322,5.71,24.82,595091,20.18,365.81,673594,22.85,378.29,0.77,0.76,0.48,0.46,20.13,141.47
2024-01-27 13:00:00+00:00,2653,963998,45494152,103.5923,169850,5.83,24.76,603180,20.7,362.87,667972,22.92,369.69,0.77,0.76,0.48,0.46,20.0,142.98
2024-01-27 14:00:00+00:00,2654,994078,56648785,133.0399,166938,5.79,25.54,622052,21.58,377.81,679709,23.58,385.56,0.76,0.76,0.48,0.46,20.36,142.23
2024-01-27 15:00:00+00:00,2655,864603,62426708,143.6971,199745,6.6,27.35,517297,17.1,359.74,577745,19.1,381.0,0.78,0.77,0.45,0.44,18.49,148.68
2024-01-27 16:00:00+00:00,2656,786036,73397864,171.4773,202517,6.71,29.05,448739,14.86,361.52,522014,17.29,391.45,0.77,0.77,0.46,0.44,18.93,146.13
2024-01-27 17:00:00+00:00,2657,819819,54058565,115.4084,204240,6.77,29.19,466021,15.44,367.74,530902,17.59,392.76,0.76,0.76,0.45,0.44,19.14,144.95
2024-01-27 18:00:00+00:00,2658,840658,70658486,161.713,203992,6.88,29.46,473038,15.94,372.38,524564,17.68,393.43,0.77,0.76,0.46,0.44,18.77,144.66
2024-01-27 19:00:00+00:00,2659,790492,64152128,138.2086,202730,6.84,28.93,440440,14.85,344.7,510042,17.2,367.31,0.77,0.76,0.45,0.44,18.72,145.87
2024-01-27 20:00:00+00:00,2660,805429,65540259,146.6508,204927,6.94,28.73,453107,15.35,343.93,508795,17.24,363.36,0.76,0.75,0.45,0.43,18.69,145.94
2024-01-27 21:00:00+00:00,2661,780200,67070771,152.6608,208711,7.03,28.34,445489,15.0,321.53,497168,16.74,333.97,0.77,0.77,0.44,0.43,17.33,150.75
2024-01-27 22:00:00+00:00,2662,765464,61719321,140.1628,200110,6.88,29.27,431831,14.85,322.27,488199,16.79,335.11,0.77,0.76,0.44,0.43,16.94,147.24
2024-01-27 23:00:00+00:00,2663,732490,47589265,103.9567,191763,6.9,29.95,413254,14.87,322.18,470586,16.93,330.7,0.77,0.76,0.44,0.43,16.32,151.01
2024-01-28 00:00:00+00:00,2664,723555,30785018,62.9226,194608,7.16,30.43,406545,14.95,314.59,473802,17.42,324.45,0.76,0.75,0.44,0.44,15.64,151.8
2024-01-28 01:00:00+00:00,2665,697519,36014118,79.7334,197093,6.92,29.84,390092,13.7,297.06,471070,16.55,312.65,0.76,0.74,0.43,0.44,13.62,152.73
2024-01-28 02:00:00+00:00,2666,662900,38295474,91.1713,181233,7.02,30.35,370742,14.37,307.72,444242,17.22,321.15,0.77,0.76,0.44,0.44,14.11,151.07
2024-01-28 03:00:00+00:00,2667,788446,15438827,27.3298,127053,5.81,27.9,474242,21.69,383.66,638258,29.2,500.53,0.74,0.74,0.48,0.48,16.02,146.02
2024-01-28 04:00:00+00:00,2668,882390,14020541,28.5569,107137,5.2,26.15,584416,28.35,468.57,639287,31.01,478.85,0.72,0.72,0.5,0.5,16.78,142.92
2024-01-28 05:00:00+00:00,2669,784688,37419953,86.5374,158599,6.4,29.35,474375,19.15,401.06,508213,20.52,385.51,0.75,0.74,0.45,0.45,15.43,148.19
2024-01-28 06:00:00+00:00,2670,721581,38001668,87.6075,184171,6.85,30.23,404277,15.03,359.69,480778,17.88,384.43,0.76,0.75,0.44,0.44,15.21,148.99
2024-01-28 07:00:00+00:00,2671,754731,42993817,93.0712,194399,6.81,29.59,417010,14.61,363.73,503773,17.65,392.74,0.76,0.75,0.44,0.44,15.87,148.32
2024-01-28 08:00:00+00:00,2672,809094,59047754,133.4627,203325,6.79,29.2,450611,15.04,368.28,529907,17.69,399.95,0.77,0.76,0.46,0.44,17.16,140.5
2024-01-28 09:00:00+00:00,2673,837556,55105632,111.761,205132,6.56,29.53,451413,14.43,366.74,551756,17.64,402.2,0.75,0.74,0.48,0.46,19.71,129.59
2024-01-28 10:00:00+00:00,2674,942303,55589472,128.1208,153016,5.55,27.54,556382,20.17,394.72,716658,25.97,477.35,0.74,0.73,0.51,0.49,21.53,125.36
2024-01-28 11:00:00+00:00,2675,946829,31404630,68.6984,119485,4.73,24.17,592179,23.43,418.17,760285,30.08,517.09,0.74,0.74,0.54,0.51,22.82,123.67
2024-01-28 12:00:00+00:00,2676,942110,23327690,48.2595,118375,4.65,23.13,597158,23.45,419.02,756475,29.71,515.62,0.73,0.73,0.53,0.51,23.58,122.4
2024-01-28 13:00:00+00:00,2677,940647,36251805,84.4052,121983,4.7,23.29,593412,22.85,410.85,757451,29.17,505.04,0.74,0.73,0.54,0.52,23.37,121.63
2024-01-28 14:00:00+00:00,2678,933763,26993401,58.1451,119509,4.62,23.36,588492,22.77,413.04,751858,29.1,506.2,0.74,0.74,0.54,0.52,23.22,123.73
2024-01-28 15:00:00+00:00,2679,930153,35459858,80.3831,116964,4.7,23.8,587611,23.6,420.35,748467,30.06,513.96,0.73,0.73,0.54,0.52,23.43,124.62
2024-01-28 16:00:00+00:00,2680,928938,36062795,83.8299,115872,4.64,23.72,591620,23.69,423.03,747818,29.94,515.05,0.73,0.73,0.54,0.52,23.35,122.75
2024-01-28 17:00:00+00:00,2681,919119,40347163,93.8895,117629,4.71,23.51,590060,23.62,413.53,735219,29.43,503.41,0.74,0.73,0.53,0.52,22.84,126.58
2024-01-28 18:00:00+00:00,2682,865481,59590547,143.744,138826,5.16,25.71,536579,19.95,392.06,653091,24.29,456.69,0.73,0.72,0.52,0.5,22.97,124.7
2024-01-28 19:00:00+00:00,2683,783283,63145063,138.7246,192710,6.23,29.19,443965,14.34,341.31,508590,16.43,361.63,0.73,0.72,0.49,0.47,22.18,125.49
2024-01-28 20:00:00+00:00,2684,810007,73304078,169.0662,196877,6.32,29.4,457610,14.7,340.64,510455,16.39,350.79,0.74,0.74,0.49,0.46,21.92,126.15
2024-01-28 21:00:00+00:00,2685,769550,57933737,128.4945,204924,6.86,29.12,421869,14.13,311.23,494404,16.55,322.3,0.77,0.76,0.44,0.44,18.01,147.68
2024-01-28 22:00:00+00:00,2686,706327,41942972,89.0253,187108,6.69,28.28,373426,13.36,292.38,439897,15.74,298.59,0.79,0.78,0.41,0.41,14.91,163.27
2024-01-28 23:00:00+00:00,2687,654369,29818997,64.2691,177847,6.75,28.47,357420,13.56,277.79,410387,15.57,281.06,0.79,0.78,0.41,0.41,13.55,166.6
2024-01-29 00:00:00+00:00,2688,629675,26577370,55.8282,171163,6.67,28.4,341073,13.28,278.96,396017,15.42,279.58,0.79,0.78,0.41,0.42,12.39,167.83
2024-01-29 01:00:00+00:00,2689,757942,27645192,61.6199,141054,6.08,26.8,463458,19.99,338.33,556409,23.99,384.9,0.77,0.76,0.42,0.44,12.22,167.36
2024-01-29 02:00:00+00:00,2690,847505,18163152,39.0913,129602,5.78,26.31,536340,23.92,377.53,656803,29.29,441.95,0.77,0.76,0.43,0.45,13.04,164.5
2024-01-29 03:00:00+00:00,2691,822601,29407174,68.6371,131179,5.89,25.9,521827,23.45,363.06,641909,28.84,429.45,0.77,0.76,0.43,0.45,12.5,166.35
2024-01-29 04:00:00+00:00,2692,816873,17248143,35.26,137548,5.85,25.65,509637,21.66,355.3,643203,27.34,416.29,0.79,0.78,0.44,0.45,13.46,164.13
2024-01-29 05:00:00+00:00,2693,856605,22009288,48.0149,132080,4.96,21.11,519744,19.52,342.42,692407,26.01,433.19,0.8,0.79,0.46,0.45,15.89,154.23
2024-01-29 06:00:00+00:00,2694,901802,31447819,66.9206,158191,4.69,18.44,530880,15.74,297.63,723082,21.44,378.38,0.82,0.81,0.48,0.45,20.63,146.66
2024-01-29 07:00:00+00:00,2695,942773,36397944,78.0966,181765,4.53,17.19,549623,13.71,270.46,753050,18.78,342.82,0.82,0.81,0.5,0.46,25.28,141.11
2024-01-29 08:00:00+00:00,2696,1094584,56551160,119.309,212386,4.4,17.43,642834,13.31,296.65,759212,15.72,288.59,0.81,0.81,0.51,0.47,32.1,117.92
2024-01-29 09:00:00+00:00,2697,1123287,92969115,222.2005,232224,4.52,18.39,663042,12.9,291.49,722877,14.06,244.5,0.81,0.8,0.52,0.47,35.06,114.39
2024-01-29 10:00:00+00:00,2698,1062975,73159148,155.0748,241912,4.65,18.57,601011,11.55,251.16,734940,14.13,243.94,0.81,0.8,0.52,0.47,34.31,117.7
2024-01-29 11:00:00+00:00,2699,1072061,53438941,115.9442,213793,4.39,16.81,585304,12.01,253.7,792242,16.25,303.33,0.82,0.81,0.52,0.47,31.54,126.58
2024-01-29 12:00:00+00:00,2700,1049580,46931339,90.9057,212230,4.62,16.96,578714,12.61,252.92,782537,17.05,310.89,0.83,0.82,0.51,0.47,30.51,136.36
2024-01-29 13:00:00+00:00,2701,1020398,47678977,97.1389,215595,4.89,18.7,567268,12.87,257.52,750643,17.02,297.51,0.81,0.8,0.5,0.47,28.93,138.13
2024-01-29 14:00:00+00:00,2702,994193,66878227,149.5202,212473,5.25,20.57,573523,14.17,269.86,714860,17.66,295.88,0.81,0.8,0.48,0.45,25.49,142.41
2024-01-29 15:00:00+00:00,2703,990710,62060272,133.4556,187940,5.18,22.47,589330,16.24,308.81,709016,19.54,338.14,0.8,0.79,0.47,0.45,27.37,131.22
2024-01-29 16:00:00+00:00,2704,975672,67697654,142.7578,174536,5.31,23.97,594521,18.07,326.65,695453,21.14,358.28,0.8,0.79,0.47,0.45,25.58,132.81
2024-01-29 17:00:00+00:00,2705,951434,50209961,105.7742,166483,5.38,24.14,581742,18.8,337.07,682115,22.04,372.81,0.79,0.78,0.46,0.44,24.68,131.22
2024-01-29 18:00:00+00:00,2706,882753,49560332,102.1139,168570,5.91,24.7,541185,18.97,325.13,639980,22.44,360.03,0.8,0.78,0.44,0.44,20.14,151.66
2024-01-29 19:00:00+00:00,2707,799048,54072384,115.1508,190056,6.47,26.06,469157,15.96,312.39,550496,18.73,336.75,0.8,0.78,0.42,0.42,19.54,156.44
2024-01-29 20:00:00+00:00,2708,690977,57307879,117.017,211491,6.83,26.54,386162,12.48,267.8,461561,14.91,277.0,0.8,0.79,0.4,0.4,18.31,158.18
2024-01-29 21:00:00+00:00,2709,644557,45843939,93.8505,201175,6.93,26.53,364281,12.55,258.1,429728,14.8,263.29,0.8,0.79,0.4,0.4,17.36,163.04
2024-01-29 22:00:00+00:00,2710,634496,42734246,91.7243,195384,7.22,27.73,348440,12.88,270.14,424032,15.67,276.66,0.8,0.79,0.39,0.4,16.25,167.17
2024-01-29 23:00:00+00:00,2711,629603,31538917,63.3501,203312,7.32,27.83,346213,12.46,252.37,424950,15.3,258.75,0.81,0.79,0.38,0.39,13.86,168.96
2024-01-30 00:00:00+00:00,2712,666670,30315794,61.309,198800,7.26,27.81,380335,13.88,269.79,424375,15.49,262.98,0.82,0.81,0.38,0.39,13.43,168.53
2024-01-30 01:00:00+00:00,2713,731088,17636138,35.7573,161304,6.52,26.37,450655,18.22,329.21,565787,22.88,398.62,0.81,0.8,0.4,0.42,13.56,163.78
2024-01-30 02:00:00+00:00,2714,810000,15169061,30.291,130534,5.74,23.9,541385,23.81,385.43,692516,30.45,480.83,0.79,0.77,0.43,0.44,13.59,159.65
2024-01-30 03:00:00+00:00,2715,855695,16889482,32.9861,139527,5.66,25.06,570948,23.16,391.98,711725,28.87,460.69,0.79,0.78,0.43,0.44,15.45,151.42
2024-01-30 04:00:00+00:00,2716,864817,17508752,36.2868,139067,5.47,24.71,571685,22.5,387.94,706163,27.79,450.58,0.8,0.79,0.44,0.44,17.18,147.65
2024-01-30 05:00:00+00:00,2717,873386,19617060,38.2599,139680,4.89,21.31,573134,20.05,368.75,686579,24.02,406.23,0.81,0.8,0.46,0.45,19.38,140.42
2024-01-30 06:00:00+00:00,2718,939201,35825981,75.317,176525,4.8,18.84,594651,16.17,315.9,730614,19.86,349.25,0.83,0.82,0.47,0.44,23.12,138.41
2024-01-30 07:00:00+00:00,2719,1015340,39287617,79.4378,214543,4.79,17.58,631180,14.08,286.83,761022,16.97,297.76,0.84,0.83,0.48,0.45,26.99,135.28
